Complaint_ID,Complaint_Date,District,Ward,Area,Issue_Type,Department,Priority,Status,Assigned_Officer,Resolution_Date,Citizen_Rating,Latitude,Longitude,Remarks
CMP0358,2026-05-23,South,Ward-28,Tollygunge,Park Maintenance,Parks Department,Low,Resolved,Arjun Roy,2026-05-29,5.0,22.576413,88.460332,Repaired
CMP0359,2026-06-07,West,Ward-18,Behala,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.462511,88.290765,Pending
CMP0360,2026-02-27,South,Ward-30,Tollygunge,Pothole,Road Department,High,Open,Rajesh Kumar,,,22.641641,88.424796,Verified
CMP0361,2026-11-03,South,Ward-11,Tollygunge,Water Leakage,Water Department,High,In Progress,Priya Sharma,,,22.469893,88.322592,Inspection Pending
CMP0362,2026-05-30,North,Ward-25,Dum Dum,Garbage Overflow,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.636792,88.447856,Verified
CMP0363,2026-04-18,South,Ward-21,Tollygunge,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.536015,88.276549,Work Completed
CMP0364,2026-10-05,Central,Ward-10,Esplanade,Sewer Problem,Sewer Department,Low,In Progress,Vikram Das,,,22.526823,88.400616,Repaired
CMP0365,2026-04-15,South,Ward-17,Tollygunge,Pothole,Road Department,Low,In Progress,Rajesh Kumar,,,22.696866,88.311748,Material Awaited
CMP0366,2026-02-12,North,Ward-4,Shyambazar,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.633255,88.453847,Material Awaited
CMP0367,2026-03-24,Central,Ward-24,Esplanade,Street Light Fault,Electricity Department,High,Resolved,Karan Paul,2026-03-28,3.0,22.46173,88.444743,Verified
CMP0368,2026-01-02,Central,Ward-30,Esplanade,Street Light Fault,Electricity Department,Medium,Open,Karan Paul,,,22.527043,88.25835,Material Awaited
CMP0369,2026-02-20,Central,Ward-12,Park Street,Street Light Fault,Electricity Department,High,In Progress,Karan Paul,,,22.469446,88.492531,Inspection Pending
CMP0370,2026-06-13,East,Ward-19,Salt Lake,Illegal Dumping,Sanitation Department,Medium,Resolved,Neha Gupta,2026-06-20,3.0,22.457442,88.282996,Team Assigned
CMP0371,2026-06-23,South,Ward-10,Garia,Traffic Signal Fault,Traffic Department,Low,In Progress,Rahul Sen,,,22.672844,88.344262,Pending
CMP0372,2026-04-04,South,Ward-20,Tollygunge,Road Damage,Road Department,Low,In Progress,Suresh Roy,,,22.53534,88.325852,Team Assigned
CMP0373,2026-01-06,East,Ward-13,Salt Lake,Garbage Overflow,Sanitation Department,High,In Progress,Pooja Sen,,,22.590237,88.43326,Material Awaited
CMP0374,2026-01-17,West,Ward-2,Behala,Road Damage,Road Department,Low,Resolved,Rajesh Kumar,2026-01-27,3.0,22.462446,88.273028,Verified
CMP0375,2026-02-01,Central,Ward-17,Park Street,Sewer Problem,Sewer Department,Low,Open,Anil Shaw,,,22.602679,88.326333,Work Completed
CMP0376,2026-04-28,West,Ward-23,Behala,Traffic Signal Fault,Traffic Department,High,In Progress,Deepak Bose,,,22.55363,88.384021,Pending
CMP0377,2026-04-16,East,Ward-4,New Town,Street Light Fault,Electricity Department,Low,Open,Amit Singh,,,22.537797,88.289502,Pending
CMP0378,2026-02-13,North,Ward-17,Dum Dum,Road Damage,Road Department,Low,Resolved,Suresh Roy,2026-02-23,3.0,22.543532,88.310307,Material Awaited
CMP0379,2026-03-09,North,Ward-14,Dum Dum,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-03-19,5.0,22.502101,88.384973,Repaired
CMP0380,2026-02-01,Central,Ward-2,Park Street,Sewer Problem,Sewer Department,Medium,Open,Anil Shaw,,,22.660581,88.331408,Inspection Pending
CMP0381,2026-05-07,North,Ward-18,Dum Dum,Street Light Fault,Electricity Department,Medium,Resolved,Amit Singh,2026-05-09,4.0,22.461303,88.345868,Inspection Pending
CMP0382,2026-05-03,South,Ward-5,Tollygunge,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-05-13,3.0,22.680064,88.26849,Material Awaited
CMP0383,2026-05-06,East,Ward-4,New Town,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-06-15,3.0,22.530214,88.302366,Team Assigned
CMP0384,2026-03-27,East,Ward-23,Salt Lake,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.505411,88.295112,Material Awaited
CMP0385,2026-06-02,South,Ward-15,Garia,Road Damage,Road Department,High,Open,Rajesh Kumar,,,22.513714,88.454871,Material Awaited
CMP0386,2026-05-02,East,Ward-20,Salt Lake,Sewer Problem,Sewer Department,Low,In Progress,Anil Shaw,,,22.630955,88.270026,Pending
CMP0387,2026-03-26,West,Ward-1,Behala,Traffic Signal Fault,Traffic Department,High,In Progress,Rahul Sen,,,22.677139,88.427339,Team Assigned
CMP0388,2026-06-18,North,Ward-23,Shyambazar,Water Leakage,Water Department,Low,Open,Priya Sharma,,,22.641764,88.408604,Pending
CMP0389,2026-05-09,East,Ward-14,New Town,Street Light Fault,Electricity Department,Medium,Resolved,Amit Singh,2026-05-19,4.0,22.696783,88.498068,Verified
CMP0390,2026-05-07,East,Ward-20,Salt Lake,Pothole,Road Department,Low,In Progress,Suresh Roy,,,22.682307,88.341904,Verified
CMP0391,2026-04-01,North,Ward-16,Dum Dum,Sewer Problem,Sewer Department,High,In Progress,Vikram Das,,,22.573469,88.330857,Inspection Pending
CMP0392,2026-01-27,East,Ward-1,New Town,Garbage Overflow,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.597351,88.319131,Verified
CMP0393,2026-05-18,South,Ward-10,Garia,Sewer Problem,Sewer Department,High,Resolved,Vikram Das,2026-05-28,5.0,22.588114,88.394408,Repaired
CMP0394,2026-03-24,North,Ward-1,Shyambazar,Illegal Dumping,Sanitation Department,High,Open,Neha Gupta,,,22.491165,88.326262,Work Completed
CMP0395,2026-02-04,Central,Ward-12,Park Street,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.502337,88.351955,Repaired
CMP0396,2026-03-31,South,Ward-30,Tollygunge,Road Damage,Road Department,High,Open,Rajesh Kumar,,,22.608267,88.318879,Team Assigned
CMP0397,2026-04-21,North,Ward-27,Shyambazar,Road Damage,Road Department,Low,In Progress,Rajesh Kumar,,,22.4978,88.346598,Material Awaited
CMP0398,2026-01-14,Central,Ward-6,Esplanade,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.453345,88.480153,Repaired
CMP0399,2026-06-29,Central,Ward-14,Esplanade,Drain Blockage,Sewer Department,Low,Resolved,Vikram Das,2026-07-05,3.0,22.649579,88.252898,Pending
CMP0400,2026-06-19,South,Ward-14,Garia,Road Damage,Road Department,High,Open,Suresh Roy,,,22.571839,88.403365,Repaired
CMP0401,2026-06-25,West,Ward-8,Santragachi,Pothole,Road Department,Medium,Open,Suresh Roy,,,22.453033,88.475473,Verified
CMP0402,2026-06-11,Central,Ward-19,Park Street,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-06-16,4.0,22.543618,88.375527,Repaired
CMP0403,2026-02-19,East,Ward-13,New Town,Water Leakage,Water Department,High,In Progress,Priya Sharma,,,22.694538,88.282446,Verified
CMP0404,2026-05-31,East,Ward-27,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-06-10,3.0,22.516687,88.36013,Team Assigned
CMP0405,2026-05-16,South,Ward-22,Tollygunge,Drain Blockage,Sewer Department,Medium,In Progress,Vikram Das,,,22.610742,88.464756,Inspection Pending
CMP0406,2026-01-26,North,Ward-8,Dum Dum,Road Damage,Road Department,Medium,In Progress,Rajesh Kumar,,,22.494969,88.485526,Inspection Pending
CMP0407,2026-01-17,North,Ward-22,Shyambazar,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.650558,88.272007,Repaired
CMP0408,2026-04-27,West,Ward-18,Behala,Drain Blockage,Sewer Department,Medium,Open,Anil Shaw,,,22.562471,88.424945,Work Completed
CMP0409,2026-01-11,North,Ward-27,Shyambazar,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.599999,88.337596,Work Completed
CMP0410,2026-02-25,South,Ward-3,Garia,Water Leakage,Water Department,Medium,In Progress,Priya Sharma,,,22.595705,88.404656,Material Awaited
CMP0411,2026-05-14,Central,Ward-24,Esplanade,Park Maintenance,Parks Department,High,Open,Arjun Roy,,,22.518417,88.310806,Work Completed
CMP0412,2026-05-20,West,Ward-20,Behala,Garbage Overflow,Sanitation Department,Low,Resolved,Neha Gupta,2026-05-21,3.0,22.677949,88.408978,Work Completed
CMP0413,2026-01-09,North,Ward-23,Dum Dum,Traffic Signal Fault,Traffic Department,High,Open,Rahul Sen,,,22.475678,88.466369,Repaired
CMP0414,2026-01-20,West,Ward-29,Santragachi,Road Damage,Road Department,Low,Open,Rajesh Kumar,,,22.505089,88.299233,Work Completed
CMP0415,2026-03-13,South,Ward-30,Garia,Water Leakage,Water Department,Medium,In Progress,Rohit Das,,,22.463567,88.292514,Verified
CMP0416,2026-05-28,South,Ward-24,Garia,Water Leakage,Water Department,Medium,Open,Priya Sharma,,,22.695572,88.365205,Repaired
CMP0417,2026-03-04,West,Ward-12,Behala,Water Leakage,Water Department,Medium,In Progress,Priya Sharma,,,22.646946,88.289197,Team Assigned
CMP0418,2026-03-25,North,Ward-10,Dum Dum,Road Damage,Road Department,Low,Open,Suresh Roy,,,22.571425,88.380074,Inspection Pending
CMP0419,2026-06-30,North,Ward-3,Shyambazar,Drain Blockage,Sewer Department,High,Open,Vikram Das,,,22.678616,88.284156,Pending
CMP0420,2026-06-16,East,Ward-22,Salt Lake,Pothole,Road Department,High,Open,Suresh Roy,,,22.473224,88.34797,Material Awaited
CMP0421,2026-01-04,Central,Ward-21,Park Street,Illegal Dumping,Sanitation Department,Low,Resolved,Neha Gupta,2026-01-05,4.0,22.536862,88.385181,Repaired
CMP0422,2026-02-09,North,Ward-4,Shyambazar,Illegal Dumping,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.624548,88.263944,Verified
CMP0423,2026-06-07,South,Ward-25,Garia,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-06-09,5.0,22.568082,88.282926,Pending
CMP0424,2026-02-16,North,Ward-2,Shyambazar,Water Leakage,Water Department,High,Open,Rohit Das,,,22.538184,88.279289,Verified
CMP0425,2026-02-05,West,Ward-9,Behala,Pothole,Road Department,Low,In Progress,Rajesh Kumar,,,22.505585,88.281859,Team Assigned
CMP0426,2026-05-03,South,Ward-11,Garia,Garbage Overflow,Sanitation Department,High,Resolved,Pooja Sen,2026-05-10,3.0,22.686937,88.451284,Work Completed
CMP0427,2026-02-26,North,Ward-2,Dum Dum,Traffic Signal Fault,Traffic Department,Low,In Progress,Deepak Bose,,,22.598556,88.450151,Repaired
CMP0428,2026-02-21,Central,Ward-5,Esplanade,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.673073,88.294087,Material Awaited
CMP0429,2026-08-03,North,Ward-24,Shyambazar,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.503688,88.353355,Work Completed
CMP0430,2026-03-04,West,Ward-7,Santragachi,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.630116,88.456599,Team Assigned
CMP0431,2026-04-09,South,Ward-8,Tollygunge,Street Light Fault,Electricity Department,Low,Open,Amit Singh,,,22.499465,88.471935,Pending
CMP0432,2026-03-29,South,Ward-25,Tollygunge,Water Leakage,Water Department,Medium,Resolved,Rohit Das,2026-04-01,4.0,22.504661,88.299881,Team Assigned
CMP0433,2026-03-25,South,Ward-27,Garia,Pothole,Road Department,Low,Open,Suresh Roy,,,22.692784,88.303232,Repaired
CMP0434,2026-03-26,South,Ward-4,Garia,Pothole,Road Department,Medium,Open,Suresh Roy,,,22.540326,88.359123,Pending
CMP0435,2026-04-28,East,Ward-10,New Town,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.649315,88.49051,Pending
CMP0436,2026-05-05,East,Ward-18,New Town,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.57625,88.344098,Inspection Pending
CMP0437,2026-06-02,South,Ward-27,Tollygunge,Street Light Fault,Electricity Department,High,Open,Amit Singh,,,22.608042,88.379356,Pending
CMP0438,2026-02-19,North,Ward-8,Shyambazar,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-02-22,5.0,22.573894,88.267105,Material Awaited
CMP0439,2026-04-27,North,Ward-10,Dum Dum,Traffic Signal Fault,Traffic Department,Low,In Progress,Deepak Bose,,,22.551684,88.338246,Repaired
CMP0440,2026-03-30,North,Ward-2,Dum Dum,Pothole,Road Department,Medium,In Progress,Rajesh Kumar,,,22.670664,88.293761,Team Assigned
CMP0441,2026-03-21,West,Ward-4,Santragachi,Sewer Problem,Sewer Department,Low,In Progress,Vikram Das,,,22.649002,88.259376,Repaired
CMP0442,2026-04-17,North,Ward-9,Dum Dum,Illegal Dumping,Sanitation Department,Low,Open,Neha Gupta,,,22.660132,88.45611,Team Assigned
CMP0443,2026-03-01,North,Ward-27,Shyambazar,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-01-11,5.0,22.524869,88.46432,Pending
CMP0444,2026-02-05,South,Ward-4,Tollygunge,Garbage Overflow,Sanitation Department,High,Resolved,Neha Gupta,2026-02-10,4.0,22.45608,88.463427,Inspection Pending
CMP0445,2026-03-15,Central,Ward-17,Esplanade,Park Maintenance,Parks Department,Low,Resolved,Arjun Roy,2026-03-23,3.0,22.611626,88.352841,Verified
CMP0446,2026-01-21,Central,Ward-5,Park Street,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.555623,88.399309,Repaired
CMP0447,2026-03-14,East,Ward-7,Salt Lake,Garbage Overflow,Sanitation Department,Low,Resolved,Neha Gupta,2026-03-16,5.0,22.539186,88.315836,Inspection Pending
CMP0448,2026-03-08,South,Ward-13,Tollygunge,Traffic Signal Fault,Traffic Department,Low,Resolved,Rahul Sen,2026-03-10,3.0,22.479363,88.415702,Inspection Pending
CMP0449,2026-04-01,East,Ward-29,New Town,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.623329,88.460561,Inspection Pending
CMP0450,2026-05-29,Central,Ward-4,Esplanade,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.596586,88.369749,Work Completed
CMP0451,2026-01-20,East,Ward-21,New Town,Water Leakage,Water Department,Low,Open,Rohit Das,,,22.581531,88.358131,Verified
CMP0452,2026-04-19,North,Ward-2,Shyambazar,Pothole,Road Department,Medium,Resolved,Suresh Roy,2026-04-25,5.0,22.457311,88.385696,Material Awaited
CMP0453,2026-04-04,South,Ward-21,Garia,Traffic Signal Fault,Traffic Department,Low,In Progress,Rahul Sen,,,22.539929,88.459178,Pending
CMP0454,2026-04-20,North,Ward-4,Shyambazar,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.571705,88.255508,Repaired
CMP0455,2026-06-27,Central,Ward-2,Esplanade,Pothole,Road Department,Low,Resolved,Suresh Roy,2026-05-07,5.0,22.615259,88.480031,Repaired
CMP0456,2026-02-27,South,Ward-11,Garia,Drain Blockage,Sewer Department,High,Resolved,Vikram Das,2026-06-03,5.0,22.48777,88.317764,Inspection Pending
CMP0457,2026-01-12,Central,Ward-30,Esplanade,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-01-19,4.0,22.534826,88.382747,Inspection Pending
CMP0458,2026-03-25,Central,Ward-8,Esplanade,Illegal Dumping,Sanitation Department,Low,Resolved,Neha Gupta,2026-03-26,4.0,22.453531,88.328623,Inspection Pending
CMP0459,2026-10-02,West,Ward-13,Santragachi,Traffic Signal Fault,Traffic Department,High,In Progress,Rahul Sen,,,22.456022,88.288686,Pending
CMP0460,2026-06-08,East,Ward-16,New Town,Illegal Dumping,Sanitation Department,High,Open,Neha Gupta,,,22.596389,88.298232,Repaired
CMP0461,2026-06-04,North,Ward-14,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.488237,88.481713,Pending
CMP0462,2026-04-13,West,Ward-15,Santragachi,Road Damage,Road Department,High,Open,Suresh Roy,,,22.504517,88.444822,Repaired
CMP0463,2026-05-09,North,Ward-21,Dum Dum,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-10-05,3.0,22.698968,88.403023,Repaired
CMP0464,2026-03-25,North,Ward-24,Shyambazar,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-04-01,5.0,22.69271,88.498799,Repaired
CMP0465,2026-06-23,South,Ward-19,Garia,Road Damage,Road Department,Medium,In Progress,Rajesh Kumar,,,22.513446,88.435253,Inspection Pending
CMP0466,2026-05-16,West,Ward-7,Santragachi,Pothole,Road Department,Medium,In Progress,Rajesh Kumar,,,22.550935,88.267322,Repaired
CMP0467,2026-04-07,North,Ward-8,Shyambazar,Water Leakage,Water Department,Low,Resolved,Rohit Das,2026-04-15,3.0,22.639227,88.381946,Pending
CMP0468,2026-01-14,East,Ward-26,New Town,Street Light Fault,Electricity Department,Low,Open,Karan Paul,,,22.620539,88.413467,Inspection Pending
CMP0469,2026-05-14,South,Ward-7,Garia,Sewer Problem,Sewer Department,Low,Resolved,Vikram Das,2026-05-15,4.0,22.680766,88.499418,Material Awaited
CMP0470,2026-03-27,North,Ward-22,Shyambazar,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.612702,88.305373,Pending
CMP0471,2026-03-27,South,Ward-28,Tollygunge,Traffic Signal Fault,Traffic Department,Low,Resolved,Rahul Sen,2026-03-30,3.0,22.673185,88.271137,Inspection Pending
CMP0472,2026-02-05,South,Ward-3,Tollygunge,Street Light Fault,Electricity Department,High,Open,Amit Singh,,,22.56847,88.371023,Repaired
CMP0473,2026-01-11,South,Ward-25,Garia,Park Maintenance,Parks Department,High,Resolved,Sonia Ghosh,2026-01-21,5.0,22.463639,88.351526,Inspection Pending
CMP0474,2026-04-25,South,Ward-29,Tollygunge,Pothole,Road Department,Medium,Open,Suresh Roy,,,22.586674,88.305619,Verified
CMP0475,2026-02-08,South,Ward-30,Garia,Illegal Dumping,Sanitation Department,High,Open,Neha Gupta,,,22.494511,88.474193,Inspection Pending
CMP0476,2026-03-28,South,Ward-6,Tollygunge,Pothole,Road Department,Low,Open,Suresh Roy,,,22.524884,88.463496,Work Completed
CMP0477,2026-02-02,Central,Ward-18,Park Street,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.669129,88.391683,Team Assigned
CMP0478,2026-03-13,North,Ward-28,Dum Dum,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-03-17,5.0,22.507293,88.493128,Pending
CMP0479,2026-03-14,Central,Ward-17,Park Street,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.690799,88.41695,Material Awaited
CMP0480,2026-06-22,Central,Ward-12,Esplanade,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.542999,88.30597,Inspection Pending
CMP0481,2026-04-24,East,Ward-19,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-04-28,5.0,22.673632,88.454694,Verified
CMP0482,2026-01-18,South,Ward-1,Garia,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.491109,88.384467,Material Awaited
CMP0483,2026-03-05,North,Ward-9,Dum Dum,Sewer Problem,Sewer Department,High,In Progress,Vikram Das,,,22.516058,88.418115,Repaired
CMP0484,2026-08-03,South,Ward-10,Garia,Traffic Signal Fault,Traffic Department,High,In Progress,Rahul Sen,,,22.534624,88.287261,Repaired
CMP0485,2026-04-19,North,Ward-21,Dum Dum,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.608908,88.41412,Material Awaited
CMP0486,2026-04-22,East,Ward-20,New Town,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.535745,88.469865,Pending
CMP0487,2026-03-06,South,Ward-28,Garia,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-03-13,4.0,22.549252,88.449799,Inspection Pending
CMP0488,2026-01-16,West,Ward-15,Santragachi,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-01-23,4.0,22.521564,88.454426,Inspection Pending
CMP0489,2026-03-29,North,Ward-5,Shyambazar,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-03-30,4.0,22.575693,88.365677,Work Completed
CMP0490,2026-02-25,Central,Ward-29,Esplanade,Drain Blockage,Sewer Department,Medium,Resolved,Anil Shaw,2026-02-28,5.0,22.450276,88.324999,Repaired
CMP0491,2026-02-26,North,Ward-9,Dum Dum,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.655357,88.368592,Verified
CMP0492,2026-02-18,South,Ward-25,Garia,Pothole,Road Department,High,Resolved,Suresh Roy,2026-02-26,5.0,22.503571,88.382369,Verified
CMP0493,2026-03-18,West,Ward-28,Behala,Park Maintenance,Parks Department,High,In Progress,Sonia Ghosh,,,22.517433,88.292624,Pending
CMP0494,2026-06-23,West,Ward-6,Behala,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.533829,88.312183,Pending
CMP0495,2026-05-21,South,Ward-17,Garia,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.471184,88.492143,Material Awaited
CMP0496,2026-02-04,East,Ward-3,New Town,Road Damage,Road Department,Low,In Progress,Suresh Roy,,,22.663436,88.445052,Repaired
CMP0497,2026-05-14,South,Ward-13,Tollygunge,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-05-21,5.0,22.606001,88.300667,Repaired
CMP0498,2026-06-29,Central,Ward-18,Park Street,Drain Blockage,Sewer Department,Low,Resolved,Vikram Das,2026-07-08,5.0,22.582436,88.385272,Verified
CMP0499,2026-06-23,West,Ward-10,Santragachi,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-06-24,4.0,22.529764,88.476166,Team Assigned
CMP0500,2026-02-11,West,Ward-11,Behala,Water Leakage,Water Department,Medium,Open,Rohit Das,,,22.506814,88.398997,Verified
CMP0501,2026-01-25,North,Ward-4,Shyambazar,Sewer Problem,Sewer Department,High,Open,Anil Shaw,,,22.648775,88.260899,Material Awaited
CMP0502,2026-02-06,West,Ward-3,Behala,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.581441,88.42051,Repaired
CMP0503,2026-05-20,West,Ward-2,Santragachi,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.575625,88.332877,Inspection Pending
CMP0504,2026-06-04,East,Ward-11,New Town,Water Leakage,Water Department,High,Resolved,Rohit Das,2026-04-09,3.0,22.646725,88.394469,Work Completed
CMP0505,2026-11-03,East,Ward-22,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-03-18,3.0,22.457727,88.287655,Pending
CMP0506,2026-05-04,Central,Ward-18,Park Street,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-09-05,4.0,22.665591,88.494634,Pending
CMP0507,2026-01-04,East,Ward-21,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-01-05,5.0,22.66989,88.27322,Pending
CMP0508,2026-04-11,South,Ward-1,Tollygunge,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.589088,88.47693,Team Assigned
CMP0509,2026-06-09,East,Ward-14,Salt Lake,Street Light Fault,Electricity Department,Low,In Progress,Amit Singh,,,22.489382,88.304094,Verified
CMP0510,2026-02-24,North,Ward-27,Dum Dum,Park Maintenance,Parks Department,Low,Open,Arjun Roy,,,22.467159,88.42509,Material Awaited
CMP0511,2026-02-02,Central,Ward-30,Park Street,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.597047,88.253683,Repaired
CMP0512,2026-06-25,Central,Ward-29,Esplanade,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.617286,88.281735,Inspection Pending
CMP0513,2026-02-13,West,Ward-17,Behala,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-02-16,5.0,22.61102,88.269649,Material Awaited
CMP0514,2026-10-01,North,Ward-26,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,Open,Deepak Bose,,,22.578394,88.397143,Material Awaited
CMP0515,2026-03-07,East,Ward-10,New Town,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-03-10,3.0,22.526711,88.36522,Inspection Pending
CMP0516,2026-02-26,East,Ward-13,Salt Lake,Park Maintenance,Parks Department,Low,Resolved,Arjun Roy,2026-03-08,3.0,22.502422,88.34713,Verified
CMP0517,2026-05-25,Central,Ward-30,Esplanade,Road Damage,Road Department,Low,Open,Suresh Roy,,,22.543539,88.384854,Repaired
CMP0518,2026-05-24,South,Ward-19,Tollygunge,Park Maintenance,Parks Department,Medium,Open,Sonia Ghosh,,,22.467908,88.306898,Work Completed
CMP0519,2026-03-30,South,Ward-7,Tollygunge,Garbage Overflow,Sanitation Department,Medium,Open,Neha Gupta,,,22.516672,88.397761,Material Awaited
CMP0520,2026-02-28,Central,Ward-6,Esplanade,Drain Blockage,Sewer Department,Low,In Progress,Anil Shaw,,,22.680255,88.397238,Inspection Pending
CMP0521,2026-05-03,Central,Ward-13,Esplanade,Illegal Dumping,Sanitation Department,Medium,Resolved,Neha Gupta,2026-05-06,3.0,22.56174,88.437602,Repaired
CMP0522,2026-10-06,South,Ward-1,Tollygunge,Road Damage,Road Department,Low,Open,Rajesh Kumar,,,22.564288,88.331094,Repaired
CMP0523,2026-05-18,West,Ward-3,Behala,Sewer Problem,Sewer Department,Low,Open,Anil Shaw,,,22.487082,88.484335,Verified
CMP0524,2026-02-14,Central,Ward-22,Esplanade,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.672404,88.353471,Pending
CMP0525,2026-02-06,South,Ward-27,Tollygunge,Drain Blockage,Sewer Department,High,Resolved,Vikram Das,2026-02-15,5.0,22.51173,88.464781,Verified
CMP0526,2026-04-28,East,Ward-15,New Town,Traffic Signal Fault,Traffic Department,Medium,In Progress,Rahul Sen,,,22.501675,88.450943,Material Awaited
CMP0527,2026-12-03,West,Ward-25,Behala,Illegal Dumping,Sanitation Department,Low,Open,Neha Gupta,,,22.511023,88.267951,Repaired
CMP0528,2026-02-08,East,Ward-29,New Town,Pothole,Road Department,Low,Open,Suresh Roy,,,22.486374,88.483278,Pending
CMP0529,2026-01-02,West,Ward-25,Santragachi,Illegal Dumping,Sanitation Department,Low,Resolved,Pooja Sen,2026-06-01,5.0,22.566418,88.26223,Pending
CMP0530,2026-01-29,North,Ward-21,Dum Dum,Drain Blockage,Sewer Department,High,Resolved,Anil Shaw,2026-02-03,5.0,22.58818,88.495172,Material Awaited
CMP0531,2026-06-17,West,Ward-11,Santragachi,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-06-26,3.0,22.57679,88.415426,Verified
CMP0532,2026-04-18,South,Ward-15,Garia,Road Damage,Road Department,High,Open,Suresh Roy,,,22.583267,88.40228,Repaired
CMP0533,2026-03-17,West,Ward-18,Behala,Traffic Signal Fault,Traffic Department,Low,In Progress,Deepak Bose,,,22.57769,88.341339,Work Completed
CMP0534,2026-01-24,Central,Ward-20,Esplanade,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.646421,88.416163,Material Awaited
CMP0535,2026-03-17,West,Ward-5,Behala,Sewer Problem,Sewer Department,High,Open,Anil Shaw,,,22.684468,88.309929,Inspection Pending
CMP0536,2026-06-25,East,Ward-25,New Town,Illegal Dumping,Sanitation Department,Low,In Progress,Pooja Sen,,,22.644016,88.383277,Team Assigned
CMP0537,2026-02-15,East,Ward-14,New Town,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-02-20,3.0,22.453017,88.353695,Work Completed
