Complaint_ID,Complaint_Date,District,Ward,Area,Issue_Type,Department,Priority,Status,Assigned_Officer,Resolution_Date,Citizen_Rating,Latitude,Longitude,Remarks,Month,Month_Num,Year,Weekday,Is_Weekend,Quarter,Day_of_Month,Resolution_Time_Days,Resolution_Category,SLA_Status,SLA_Breached_Flag,Complaint_Age_Days,Is_Resolved,Complaint_Severity_Score,Officer_Workload_Count,Area_Complaint_Density,Civic_Priority_Index
CMP0480,2026-06-22,Central,Ward-12,Esplanade,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.542999,88.30597,Inspection Pending,June,6,2026,Monday,0,Q2,22,,Pending,Pending,,167,No,2,58,87,25.8
CMP0481,2026-04-24,East,Ward-19,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-04-28,5.0,22.673632,88.454694,Verified,April,4,2026,Friday,0,Q2,24,4.0,Medium,SLA Breached,1.0,226,Yes,3,121,97,42.1
CMP0482,2026-01-18,South,Ward-1,Garia,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.491109,88.384467,Material Awaited,January,1,2026,Sunday,1,Q1,18,,Pending,Pending,,322,No,2,112,98,31.2
CMP0483,2026-03-05,North,Ward-9,Dum Dum,Sewer Problem,Sewer Department,High,In Progress,Vikram Das,,,22.516058,88.418115,Repaired,March,3,2026,Thursday,0,Q1,5,,Pending,Pending,,276,No,3,82,100,38.2
CMP0484,2026-08-03,South,Ward-10,Garia,Traffic Signal Fault,Traffic Department,High,In Progress,Rahul Sen,,,22.534624,88.287261,Repaired,August,8,2026,Monday,0,Q3,3,,Pending,Pending,,125,No,3,58,98,35.8
CMP0485,2026-04-19,North,Ward-21,Dum Dum,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.608908,88.41412,Material Awaited,April,4,2026,Sunday,1,Q2,19,,Pending,Pending,,231,No,3,121,100,42.1
CMP0486,2026-04-22,East,Ward-20,New Town,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.535745,88.469865,Pending,April,4,2026,Wednesday,0,Q2,22,,Pending,Pending,,228,No,2,44,113,24.4
CMP0487,2026-03-06,South,Ward-28,Garia,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-03-13,4.0,22.549252,88.449799,Inspection Pending,March,3,2026,Friday,0,Q1,6,7.0,Medium,SLA Breached,1.0,275,Yes,3,45,98,34.5
CMP0488,2026-01-16,West,Ward-15,Santragachi,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-01-23,4.0,22.521564,88.454426,Inspection Pending,January,1,2026,Friday,0,Q1,16,7.0,Medium,SLA Breached,1.0,324,Yes,1,59,83,15.9
CMP0489,2026-03-29,North,Ward-5,Shyambazar,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-03-30,4.0,22.575693,88.365677,Work Completed,March,3,2026,Sunday,1,Q1,29,1.0,Fast,Within SLA,0.0,252,Yes,3,45,108,34.5
CMP0490,2026-02-25,Central,Ward-29,Esplanade,Drain Blockage,Sewer Department,Medium,Resolved,Anil Shaw,2026-02-28,5.0,22.450276,88.324999,Repaired,February,2,2026,Wednesday,0,Q1,25,3.0,Fast,Within SLA,0.0,284,Yes,2,112,87,31.2
CMP0491,2026-02-26,North,Ward-9,Dum Dum,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.655357,88.368592,Verified,February,2,2026,Thursday,0,Q1,26,,Pending,Pending,,283,No,2,112,100,31.2
CMP0492,2026-02-18,South,Ward-25,Garia,Pothole,Road Department,High,Resolved,Suresh Roy,2026-02-26,5.0,22.503571,88.382369,Verified,February,2,2026,Wednesday,0,Q1,18,8.0,Slow,SLA Breached,1.0,291,Yes,3,87,98,38.7
CMP0493,2026-03-18,West,Ward-28,Behala,Park Maintenance,Parks Department,High,In Progress,Sonia Ghosh,,,22.517433,88.292624,Pending,March,3,2026,Wednesday,0,Q1,18,,Pending,Pending,,263,No,3,43,121,34.3
CMP0494,2026-06-23,West,Ward-6,Behala,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.533829,88.312183,Pending,June,6,2026,Tuesday,0,Q2,23,,Pending,Pending,,166,No,2,44,121,24.4
CMP0495,2026-05-21,South,Ward-17,Garia,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.471184,88.492143,Material Awaited,May,5,2026,Thursday,0,Q2,21,,Pending,Pending,,199,No,1,82,98,18.2
CMP0496,2026-02-04,East,Ward-3,New Town,Road Damage,Road Department,Low,In Progress,Suresh Roy,,,22.663436,88.445052,Repaired,February,2,2026,Wednesday,0,Q1,4,,Pending,Pending,,305,No,1,87,113,18.7
CMP0497,2026-05-14,South,Ward-13,Tollygunge,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-05-21,5.0,22.606001,88.300667,Repaired,May,5,2026,Thursday,0,Q2,14,7.0,Medium,SLA Breached,1.0,206,Yes,2,112,109,31.2
CMP0498,2026-06-29,Central,Ward-18,Park Street,Drain Blockage,Sewer Department,Low,Resolved,Vikram Das,2026-07-08,5.0,22.582436,88.385272,Verified,June,6,2026,Monday,0,Q2,29,9.0,Slow,SLA Breached,1.0,160,Yes,1,82,84,18.2
CMP0499,2026-06-23,West,Ward-10,Santragachi,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-06-24,4.0,22.529764,88.476166,Team Assigned,June,6,2026,Tuesday,0,Q2,23,1.0,Fast,Within SLA,0.0,166,Yes,3,112,83,41.2
CMP0500,2026-02-11,West,Ward-11,Behala,Water Leakage,Water Department,Medium,Open,Rohit Das,,,22.506814,88.398997,Verified,February,2,2026,Wednesday,0,Q1,11,,Pending,Pending,,298,No,2,46,121,24.6
CMP0501,2026-01-25,North,Ward-4,Shyambazar,Sewer Problem,Sewer Department,High,Open,Anil Shaw,,,22.648775,88.260899,Material Awaited,January,1,2026,Sunday,1,Q1,25,,Pending,Pending,,315,No,3,112,108,41.2
CMP0502,2026-02-06,West,Ward-3,Behala,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.581441,88.42051,Repaired,February,2,2026,Friday,0,Q1,6,,Pending,Pending,,303,No,1,82,121,18.2
CMP0503,2026-05-20,West,Ward-2,Santragachi,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.575625,88.332877,Inspection Pending,May,5,2026,Wednesday,0,Q2,20,,Pending,Pending,,200,No,1,121,83,22.1
CMP0504,2026-06-04,East,Ward-11,New Town,Water Leakage,Water Department,High,Resolved,Rohit Das,2026-04-09,3.0,22.646725,88.394469,Work Completed,June,6,2026,Thursday,0,Q2,4,,Pending,Pending,,185,Yes,3,46,113,34.6
CMP0505,2026-11-03,East,Ward-22,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-03-18,3.0,22.457727,88.287655,Pending,November,11,2026,Tuesday,0,Q4,3,,Pending,Pending,,33,Yes,3,121,97,42.1
CMP0506,2026-05-04,Central,Ward-18,Park Street,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-09-05,4.0,22.665591,88.494634,Pending,May,5,2026,Monday,0,Q2,4,124.0,Slow,SLA Breached,1.0,216,Yes,2,112,84,31.2
CMP0507,2026-01-04,East,Ward-21,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-01-05,5.0,22.66989,88.27322,Pending,January,1,2026,Sunday,1,Q1,4,1.0,Fast,Within SLA,0.0,336,Yes,3,121,97,42.1
CMP0508,2026-04-11,South,Ward-1,Tollygunge,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.589088,88.47693,Team Assigned,April,4,2026,Saturday,1,Q2,11,,Pending,Pending,,239,No,3,59,109,35.9
CMP0509,2026-06-09,East,Ward-14,Salt Lake,Street Light Fault,Electricity Department,Low,In Progress,Amit Singh,,,22.489382,88.304094,Verified,June,6,2026,Tuesday,0,Q2,9,,Pending,Pending,,180,No,1,44,97,14.4
CMP0510,2026-02-24,North,Ward-27,Dum Dum,Park Maintenance,Parks Department,Low,Open,Arjun Roy,,,22.467159,88.42509,Material Awaited,February,2,2026,Tuesday,0,Q1,24,,Pending,Pending,,285,No,1,45,100,14.5
CMP0511,2026-02-02,Central,Ward-30,Park Street,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.597047,88.253683,Repaired,February,2,2026,Monday,0,Q1,2,,Pending,Pending,,307,No,3,112,84,41.2
CMP0512,2026-06-25,Central,Ward-29,Esplanade,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.617286,88.281735,Inspection Pending,June,6,2026,Thursday,0,Q2,25,,Pending,Pending,,164,No,1,121,87,22.1
CMP0513,2026-02-13,West,Ward-17,Behala,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-02-16,5.0,22.61102,88.269649,Material Awaited,February,2,2026,Friday,0,Q1,13,3.0,Fast,Within SLA,0.0,296,Yes,3,87,121,38.7
CMP0514,2026-10-01,North,Ward-26,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,Open,Deepak Bose,,,22.578394,88.397143,Material Awaited,October,10,2026,Thursday,0,Q4,1,,Pending,Pending,,66,No,2,50,108,25.0
CMP0515,2026-03-07,East,Ward-10,New Town,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-03-10,3.0,22.526711,88.36522,Inspection Pending,March,3,2026,Saturday,1,Q1,7,3.0,Fast,Within SLA,0.0,274,Yes,1,43,113,14.3
CMP0516,2026-02-26,East,Ward-13,Salt Lake,Park Maintenance,Parks Department,Low,Resolved,Arjun Roy,2026-03-08,3.0,22.502422,88.34713,Verified,February,2,2026,Thursday,0,Q1,26,10.0,Slow,SLA Breached,1.0,283,Yes,1,45,97,14.5
CMP0517,2026-05-25,Central,Ward-30,Esplanade,Road Damage,Road Department,Low,Open,Suresh Roy,,,22.543539,88.384854,Repaired,May,5,2026,Monday,0,Q2,25,,Pending,Pending,,195,No,1,87,87,18.7
CMP0518,2026-05-24,South,Ward-19,Tollygunge,Park Maintenance,Parks Department,Medium,Open,Sonia Ghosh,,,22.467908,88.306898,Work Completed,May,5,2026,Sunday,1,Q2,24,,Pending,Pending,,196,No,2,43,109,24.3
CMP0519,2026-03-30,South,Ward-7,Tollygunge,Garbage Overflow,Sanitation Department,Medium,Open,Neha Gupta,,,22.516672,88.397761,Material Awaited,March,3,2026,Monday,0,Q1,30,,Pending,Pending,,251,No,2,121,109,32.1
CMP0520,2026-02-28,Central,Ward-6,Esplanade,Drain Blockage,Sewer Department,Low,In Progress,Anil Shaw,,,22.680255,88.397238,Inspection Pending,February,2,2026,Saturday,1,Q1,28,,Pending,Pending,,281,No,1,112,87,21.2
CMP0521,2026-05-03,Central,Ward-13,Esplanade,Illegal Dumping,Sanitation Department,Medium,Resolved,Neha Gupta,2026-05-06,3.0,22.56174,88.437602,Repaired,May,5,2026,Sunday,1,Q2,3,3.0,Fast,Within SLA,0.0,217,Yes,2,121,87,32.1
CMP0522,2026-10-06,South,Ward-1,Tollygunge,Road Damage,Road Department,Low,Open,Rajesh Kumar,,,22.564288,88.331094,Repaired,October,10,2026,Tuesday,0,Q4,6,,Pending,Pending,,61,No,1,103,109,20.3
CMP0523,2026-05-18,West,Ward-3,Behala,Sewer Problem,Sewer Department,Low,Open,Anil Shaw,,,22.487082,88.484335,Verified,May,5,2026,Monday,0,Q2,18,,Pending,Pending,,202,No,1,112,121,21.2
CMP0524,2026-02-14,Central,Ward-22,Esplanade,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.672404,88.353471,Pending,February,2,2026,Saturday,1,Q1,14,,Pending,Pending,,295,No,2,103,87,30.3
CMP0525,2026-02-06,South,Ward-27,Tollygunge,Drain Blockage,Sewer Department,High,Resolved,Vikram Das,2026-02-15,5.0,22.51173,88.464781,Verified,February,2,2026,Friday,0,Q1,6,9.0,Slow,SLA Breached,1.0,303,Yes,3,82,109,38.2
CMP0526,2026-04-28,East,Ward-15,New Town,Traffic Signal Fault,Traffic Department,Medium,In Progress,Rahul Sen,,,22.501675,88.450943,Material Awaited,April,4,2026,Tuesday,0,Q2,28,,Pending,Pending,,222,No,2,58,113,25.8
CMP0527,2026-12-03,West,Ward-25,Behala,Illegal Dumping,Sanitation Department,Low,Open,Neha Gupta,,,22.511023,88.267951,Repaired,December,12,2026,Thursday,0,Q4,3,,Pending,Pending,,3,No,1,121,121,22.1
CMP0528,2026-02-08,East,Ward-29,New Town,Pothole,Road Department,Low,Open,Suresh Roy,,,22.486374,88.483278,Pending,February,2,2026,Sunday,1,Q1,8,,Pending,Pending,,301,No,1,87,113,18.7
CMP0529,2026-01-02,West,Ward-25,Santragachi,Illegal Dumping,Sanitation Department,Low,Resolved,Pooja Sen,2026-06-01,5.0,22.566418,88.26223,Pending,January,1,2026,Friday,0,Q1,2,150.0,Slow,SLA Breached,1.0,338,Yes,1,106,83,20.6
CMP0530,2026-01-29,North,Ward-21,Dum Dum,Drain Blockage,Sewer Department,High,Resolved,Anil Shaw,2026-02-03,5.0,22.58818,88.495172,Material Awaited,January,1,2026,Thursday,0,Q1,29,5.0,Medium,SLA Breached,1.0,311,Yes,3,112,100,41.2
CMP0531,2026-06-17,West,Ward-11,Santragachi,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-06-26,3.0,22.57679,88.415426,Verified,June,6,2026,Wednesday,0,Q2,17,9.0,Slow,SLA Breached,1.0,172,Yes,3,87,83,38.7
CMP0532,2026-04-18,South,Ward-15,Garia,Road Damage,Road Department,High,Open,Suresh Roy,,,22.583267,88.40228,Repaired,April,4,2026,Saturday,1,Q2,18,,Pending,Pending,,232,No,3,87,98,38.7
CMP0533,2026-03-17,West,Ward-18,Behala,Traffic Signal Fault,Traffic Department,Low,In Progress,Deepak Bose,,,22.57769,88.341339,Work Completed,March,3,2026,Tuesday,0,Q1,17,,Pending,Pending,,264,No,1,50,121,15.0
CMP0534,2026-01-24,Central,Ward-20,Esplanade,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.646421,88.416163,Material Awaited,January,1,2026,Saturday,1,Q1,24,,Pending,Pending,,316,No,2,43,87,24.3
CMP0535,2026-03-17,West,Ward-5,Behala,Sewer Problem,Sewer Department,High,Open,Anil Shaw,,,22.684468,88.309929,Inspection Pending,March,3,2026,Tuesday,0,Q1,17,,Pending,Pending,,264,No,3,112,121,41.2
CMP0536,2026-06-25,East,Ward-25,New Town,Illegal Dumping,Sanitation Department,Low,In Progress,Pooja Sen,,,22.644016,88.383277,Team Assigned,June,6,2026,Thursday,0,Q2,25,,Pending,Pending,,164,No,1,106,113,20.6
CMP0537,2026-02-15,East,Ward-14,New Town,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-02-20,3.0,22.453017,88.353695,Work Completed,February,2,2026,Sunday,1,Q1,15,5.0,Medium,SLA Breached,1.0,294,Yes,1,103,113,20.3
CMP0538,2026-02-04,South,Ward-17,Tollygunge,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.473479,88.46259,Work Completed,February,2,2026,Wednesday,0,Q1,4,,Pending,Pending,,305,No,2,58,109,25.8
CMP0539,2026-03-10,South,Ward-22,Tollygunge,Sewer Problem,Sewer Department,High,Open,Vikram Das,,,22.621475,88.437537,Inspection Pending,March,3,2026,Tuesday,0,Q1,10,,Pending,Pending,,271,No,3,82,109,38.2
CMP0540,2026-03-23,North,Ward-27,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-04-02,4.0,22.685892,88.38409,Verified,March,3,2026,Monday,0,Q1,23,10.0,Slow,SLA Breached,1.0,258,Yes,2,50,108,25.0
CMP0541,2026-01-24,North,Ward-2,Shyambazar,Road Damage,Road Department,High,In Progress,Rajesh Kumar,,,22.56864,88.483883,Inspection Pending,January,1,2026,Saturday,1,Q1,24,,Pending,Pending,,316,No,3,103,108,40.3
CMP0542,2026-04-25,Central,Ward-30,Esplanade,Water Leakage,Water Department,Medium,In Progress,Priya Sharma,,,22.550195,88.41968,Verified,April,4,2026,Saturday,1,Q2,25,,Pending,Pending,,225,No,2,44,87,24.4
CMP0543,2026-03-29,South,Ward-12,Garia,Pothole,Road Department,Low,Open,Rajesh Kumar,,,22.46117,88.446465,Inspection Pending,March,3,2026,Sunday,1,Q1,29,,Pending,Pending,,252,No,1,103,98,20.3
CMP0544,2026-03-11,West,Ward-14,Behala,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.553214,88.441828,Inspection Pending,March,3,2026,Wednesday,0,Q1,11,,Pending,Pending,,270,No,3,59,121,35.9
CMP0545,2026-02-25,East,Ward-8,Salt Lake,Traffic Signal Fault,Traffic Department,Medium,In Progress,Deepak Bose,,,22.605679,88.263002,Repaired,February,2,2026,Wednesday,0,Q1,25,,Pending,Pending,,284,No,2,50,97,25.0
CMP0546,2026-04-16,East,Ward-22,Salt Lake,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-04-21,5.0,22.614974,88.281503,Pending,April,4,2026,Thursday,0,Q2,16,5.0,Medium,SLA Breached,1.0,234,Yes,2,50,97,25.0
CMP0547,2026-06-15,North,Ward-19,Shyambazar,Water Leakage,Water Department,Low,Open,Rohit Das,,,22.528783,88.398045,Inspection Pending,June,6,2026,Monday,0,Q2,15,,Pending,Pending,,174,No,1,46,108,14.6
CMP0548,2026-05-29,East,Ward-12,New Town,Drain Blockage,Sewer Department,Medium,Resolved,Anil Shaw,2026-04-06,3.0,22.551992,88.467752,Work Completed,May,5,2026,Friday,0,Q2,29,,Pending,Pending,,191,Yes,2,112,113,31.2
CMP0549,2026-04-01,North,Ward-4,Dum Dum,Illegal Dumping,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.460238,88.41091,Repaired,April,4,2026,Wednesday,0,Q2,1,,Pending,Pending,,249,No,2,121,100,32.1
CMP0550,2026-05-21,West,Ward-18,Santragachi,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.487274,88.295283,Pending,May,5,2026,Thursday,0,Q2,21,,Pending,Pending,,199,No,1,82,83,18.2
CMP0551,2026-04-22,North,Ward-22,Shyambazar,Street Light Fault,Electricity Department,Low,In Progress,Karan Paul,,,22.451037,88.422975,Verified,April,4,2026,Wednesday,0,Q2,22,,Pending,Pending,,228,No,1,59,108,15.9
CMP0552,2026-06-01,North,Ward-7,Shyambazar,Drain Blockage,Sewer Department,Medium,Open,Anil Shaw,,,22.451101,88.422194,Pending,June,6,2026,Monday,0,Q2,1,,Pending,Pending,,188,No,2,112,108,31.2
CMP0553,2026-03-21,West,Ward-7,Behala,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-03-25,5.0,22.618908,88.297335,Repaired,March,3,2026,Saturday,1,Q1,21,4.0,Medium,SLA Breached,1.0,260,Yes,3,121,121,42.1
CMP0554,2026-05-15,East,Ward-11,New Town,Sewer Problem,Sewer Department,Medium,Resolved,Vikram Das,2026-05-16,3.0,22.511723,88.481979,Material Awaited,May,5,2026,Friday,0,Q2,15,1.0,Fast,Within SLA,0.0,205,Yes,2,82,113,28.2
CMP0555,2026-05-27,South,Ward-3,Tollygunge,Traffic Signal Fault,Traffic Department,Low,Resolved,Rahul Sen,2026-06-05,3.0,22.667289,88.360246,Work Completed,May,5,2026,Wednesday,0,Q2,27,9.0,Slow,SLA Breached,1.0,193,Yes,1,58,109,15.8
CMP0556,2026-05-20,West,Ward-2,Santragachi,Pothole,Road Department,Medium,Open,Rajesh Kumar,,,22.680119,88.479654,Team Assigned,May,5,2026,Wednesday,0,Q2,20,,Pending,Pending,,200,No,2,103,83,30.3
CMP0557,2026-02-25,West,Ward-14,Behala,Water Leakage,Water Department,High,Open,Priya Sharma,,,22.591375,88.356432,Pending,February,2,2026,Wednesday,0,Q1,25,,Pending,Pending,,284,No,3,44,121,34.4
CMP0558,2026-01-21,East,Ward-30,New Town,Traffic Signal Fault,Traffic Department,Medium,Open,Deepak Bose,,,22.62,88.39275,Team Assigned,January,1,2026,Wednesday,0,Q1,21,,Pending,Pending,,319,No,2,50,113,25.0
CMP0559,2026-05-12,West,Ward-8,Behala,Park Maintenance,Parks Department,High,In Progress,Arjun Roy,,,22.654575,88.440961,Repaired,May,5,2026,Tuesday,0,Q2,12,,Pending,Pending,,208,No,3,45,121,34.5
CMP0560,2026-03-04,East,Ward-7,Salt Lake,Park Maintenance,Parks Department,Low,Open,Arjun Roy,,,22.51088,88.447343,Repaired,March,3,2026,Wednesday,0,Q1,4,,Pending,Pending,,277,No,1,45,97,14.5
CMP0561,2026-02-18,Central,Ward-24,Park Street,Garbage Overflow,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.566945,88.450177,Work Completed,February,2,2026,Wednesday,0,Q1,18,,Pending,Pending,,291,No,2,121,84,32.1
CMP0562,2026-03-11,North,Ward-20,Dum Dum,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.62614,88.464437,Material Awaited,March,3,2026,Wednesday,0,Q1,11,,Pending,Pending,,270,No,1,106,100,20.6
CMP0563,2026-01-31,East,Ward-2,Salt Lake,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.624838,88.36152,Material Awaited,January,1,2026,Saturday,1,Q1,31,,Pending,Pending,,309,No,2,59,97,25.9
CMP0564,2026-04-22,North,Ward-12,Shyambazar,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.634247,88.297032,Pending,April,4,2026,Wednesday,0,Q2,22,,Pending,Pending,,228,No,1,121,108,22.1
CMP0565,2026-04-06,Central,Ward-19,Park Street,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-04-14,3.0,22.614483,88.488089,Inspection Pending,April,4,2026,Monday,0,Q2,6,8.0,Slow,SLA Breached,1.0,244,Yes,1,59,84,15.9
CMP0566,2026-12-05,West,Ward-28,Behala,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.500021,88.425331,Work Completed,December,12,2026,Saturday,1,Q4,5,,Pending,Pending,,1,No,3,112,121,41.2
CMP0567,2026-12-03,South,Ward-2,Garia,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.582984,88.423296,Team Assigned,December,12,2026,Thursday,0,Q4,3,,Pending,Pending,,3,No,1,106,98,20.6
CMP0568,2026-04-02,West,Ward-8,Santragachi,Pothole,Road Department,Medium,Open,Rajesh Kumar,,,22.69673,88.337546,Material Awaited,April,4,2026,Thursday,0,Q2,2,,Pending,Pending,,248,No,2,103,83,30.3
CMP0569,2026-05-03,East,Ward-25,Salt Lake,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.537891,88.480597,Material Awaited,May,5,2026,Sunday,1,Q2,3,,Pending,Pending,,217,No,2,106,97,30.6
CMP0570,2026-01-24,Central,Ward-11,Park Street,Sewer Problem,Sewer Department,Low,In Progress,Anil Shaw,,,22.621229,88.306538,Verified,January,1,2026,Saturday,1,Q1,24,,Pending,Pending,,316,No,1,112,84,21.2
CMP0571,2026-03-11,East,Ward-6,New Town,Illegal Dumping,Sanitation Department,Low,Resolved,Pooja Sen,2026-03-17,5.0,22.605925,88.493556,Repaired,March,3,2026,Wednesday,0,Q1,11,6.0,Medium,SLA Breached,1.0,270,Yes,1,106,113,20.6
CMP0572,2026-04-04,Central,Ward-8,Park Street,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-04-05,4.0,22.575787,88.409051,Material Awaited,April,4,2026,Saturday,1,Q2,4,1.0,Fast,Within SLA,0.0,246,Yes,3,45,84,34.5
CMP0573,2026-06-06,South,Ward-4,Tollygunge,Illegal Dumping,Sanitation Department,Medium,Open,Pooja Sen,,,22.689001,88.360137,Material Awaited,June,6,2026,Saturday,1,Q2,6,,Pending,Pending,,183,No,2,106,109,30.6
CMP0574,2026-04-23,East,Ward-5,Salt Lake,Road Damage,Road Department,Medium,In Progress,Suresh Roy,,,22.618745,88.264755,Inspection Pending,April,4,2026,Thursday,0,Q2,23,,Pending,Pending,,227,No,2,87,97,28.7
CMP0575,2026-02-17,North,Ward-2,Dum Dum,Water Leakage,Water Department,Medium,Open,Priya Sharma,,,22.501784,88.325616,Inspection Pending,February,2,2026,Tuesday,0,Q1,17,,Pending,Pending,,292,No,2,44,100,24.4
CMP0576,2026-01-13,South,Ward-11,Garia,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.673233,88.378642,Repaired,January,1,2026,Tuesday,0,Q1,13,,Pending,Pending,,327,No,3,103,98,40.3
CMP0577,2026-02-28,West,Ward-4,Santragachi,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.657868,88.425856,Inspection Pending,February,2,2026,Saturday,1,Q1,28,,Pending,Pending,,281,No,2,121,83,32.1
CMP0578,2026-03-21,East,Ward-28,Salt Lake,Water Leakage,Water Department,High,Open,Priya Sharma,,,22.475623,88.275722,Pending,March,3,2026,Saturday,1,Q1,21,,Pending,Pending,,260,No,3,44,97,34.4
CMP0579,2026-04-28,North,Ward-24,Shyambazar,Park Maintenance,Parks Department,Medium,Resolved,Arjun Roy,2026-05-05,5.0,22.566569,88.493328,Inspection Pending,April,4,2026,Tuesday,0,Q2,28,7.0,Medium,SLA Breached,1.0,222,Yes,2,45,108,24.5
CMP0580,2026-08-02,North,Ward-11,Dum Dum,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.609419,88.376563,Pending,August,8,2026,Sunday,1,Q3,2,,Pending,Pending,,126,No,3,103,100,40.3
CMP0581,2026-04-16,East,Ward-4,New Town,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.693854,88.288974,Team Assigned,April,4,2026,Thursday,0,Q2,16,,Pending,Pending,,234,No,2,44,113,24.4
CMP0582,2026-05-18,North,Ward-10,Dum Dum,Pothole,Road Department,Medium,Open,Suresh Roy,,,22.593986,88.388711,Work Completed,May,5,2026,Monday,0,Q2,18,,Pending,Pending,,202,No,2,87,100,28.7
CMP0583,2026-01-12,North,Ward-13,Shyambazar,Water Leakage,Water Department,High,Open,Priya Sharma,,,22.520391,88.295481,Material Awaited,January,1,2026,Monday,0,Q1,12,,Pending,Pending,,328,No,3,44,108,34.4
CMP0584,2026-03-27,East,Ward-14,Salt Lake,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.635562,88.405427,Material Awaited,March,3,2026,Friday,0,Q1,27,,Pending,Pending,,254,No,1,121,97,22.1
CMP0585,2026-06-29,South,Ward-7,Garia,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.618535,88.30731,Pending,June,6,2026,Monday,0,Q2,29,,Pending,Pending,,160,No,2,59,98,25.9
CMP0586,2026-01-29,Central,Ward-7,Park Street,Water Leakage,Water Department,Low,In Progress,Rohit Das,,,22.692304,88.419048,Material Awaited,January,1,2026,Thursday,0,Q1,29,,Pending,Pending,,311,No,1,46,84,14.6
CMP0587,2026-05-31,Central,Ward-5,Park Street,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-06-08,5.0,22.636966,88.46955,Material Awaited,May,5,2026,Sunday,1,Q2,31,8.0,Slow,SLA Breached,1.0,189,Yes,1,112,84,21.2
CMP0588,2026-02-23,West,Ward-27,Santragachi,Road Damage,Road Department,Medium,Open,Suresh Roy,,,22.588599,88.465456,Pending,February,2,2026,Monday,0,Q1,23,,Pending,Pending,,286,No,2,87,83,28.7
CMP0589,2026-01-31,Central,Ward-13,Park Street,Park Maintenance,Parks Department,High,In Progress,Sonia Ghosh,,,22.515324,88.469986,Repaired,January,1,2026,Saturday,1,Q1,31,,Pending,Pending,,309,No,3,43,84,34.3
